id,orden,x,y,chm_m,estrato,peso_m2,bloque
v0116,151,562585.5,4667592.5,2.009999990463257,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0064,152,559394.5,4673736.5,1.0099999904632568,"[0.5,1.5)",2080.2,PNOA-2024-GAL-559-4674-H29-NPC01
v0193,153,559461.5,4673728.5,2.5,"[2.5,4)",1354.65,PNOA-2024-GAL-559-4674-H29-NPC01
v0072,154,549627.5,4678256.5,0.8100000023841858,"[0.5,1.5)",2080.2,PNOA-2024-GAL-549-4679-H29-NPC01
v0048,155,562491.5,4667362.5,0.8100000023841858,"[0.5,1.5)",2080.2,PNOA-2024-GAL-562-4668-H29-NPC01
v0352,156,549689.5,4678712.5,17.6200008392334,"[10,20)",3579.04,PNOA-2024-GAL-549-4679-H29-NPC01
v0348,157,559149.5,4673926.5,16.459999084472656,"[10,20)",3579.04,PNOA-2024-GAL-559-4674-H29-NPC01
v0341,158,559488.5,4673829.5,10.850000381469727,"[10,20)",3579.04,PNOA-2024-GAL-559-4674-H29-NPC01
v0119,159,562867.5,4667488.5,2.4700000286102295,"[1.5,2.5)",2354.22,PNOA-2024-GAL-562-4668-H29-NPC01
v0192,160,549202.5,4678994.5,3.8299999237060547,"[2.5,4)",1354.65,PNOA-2024-GAL-549-4679-H29-NPC01
v0199,161,562277.5,4667463.5,2.7300000190734863,"[2.5,4)",1354.65,PNOA-2024-GAL-562-4668-H29-NPC01
v0016,162,559079.5,4673386.5,0.1599999964237213,"[0,0.5)",7263.62,PNOA-2024-GAL-559-4674-H29-NPC01
v0012,163,559203.5,4673266.5,0.27000001072883606,"[0,0.5)",7263.62,PNOA-2024-GAL-559-4674-H29-NPC01
v0287,164,559981.5,4673305.5,8.949999809265137,"[6,10)",1948.38,PNOA-2024-GAL-559-4674-H29-NPC01
v0001,165,559051.5,4673206.5,0.3100000023841858,"[0,0.5)",7263.62,PNOA-2024-GAL-559-4674-H29-NPC01
