OBJECTID_12,sp,prohibida,n_px,ha_faixa,estado,anho_evento,caida,etiqueta
12169,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
12170,Pinus_pinaster,True,0,0.0,sin_dato,,,sin_serie
12177,Pinus_radiata,True,244,0.0,evento,2026.0,0.376,desconocida
12179,Quercus_robur,False,994,0.0,persistente,,0.024,ifn_2010
12190,Pinus_pinaster,True,459,0.0,persistente,,0.034,ifn_2010
12192,Quercus_robur,False,0,0.0,sin_dato,,,sin_serie
12196,Eucalyptus_globulus,True,0,0.0,sin_dato,,,sin_serie
12197,Quercus_robur,False,3399,0.0,persistente,,0.025,ifn_2010
12198,Eucalyptus_globulus,True,1277,0.0,persistente,,0.069,ifn_2010
12199,Pinus_pinaster,True,2668,0.0,persistente,,0.02,ifn_2010
