id,orden,x,y,chm_m,estrato,peso_m2,bloque
p0144,140,561443.5,4670936.5,6.539999961853027,"[5.5,8)",29787.58,PNOA-2024-GAL-561-4671-H29-NPC01
p0022,141,560750.5,4668057.5,1.1799999475479126,"[0,2)",287125.4,PNOA-2024-GAL-560-4669-H29-NPC01
p0044,142,558013.5,4667667.5,2.140000104904175,"[2,5.5)",77574.83,PNOA-2024-GAL-558-4668-H29-NPC01
p0233,143,553255.5,4676386.5,21.559999465942383,"[15,35)",161177.83,PNOA-2024-GAL-553-4677-H29-NPC01
p0081,144,563796.5,4670516.5,2.5999999046325684,"[2,5.5)",77574.83,PNOA-2024-GAL-563-4671-H29-NPC01
p0073,145,561816.5,4674916.5,3.9800000190734863,"[2,5.5)",77574.83,PNOA-2024-GAL-561-4675-H29-NPC01
p0236,146,563890.5,4668092.5,36.040000915527344,"[35,inf)",10402.6,PNOA-2024-GAL-563-4669-H29-NPC01
p0243,147,564813.5,4667611.5,40.25,"[35,inf)",10402.6,PNOA-2024-GAL-564-4668-H29-NPC01
p0025,148,557221.5,4671562.5,0.18000000715255737,"[0,2)",287125.4,PNOA-2024-GAL-557-4672-H29-NPC01
p0152,149,559178.5,4677684.5,7.150000095367432,"[5.5,8)",29787.58,PNOA-2024-GAL-559-4678-H29-NPC01
p0181,150,557524.5,4681300.5,8.130000114440918,"[8,15)",100390.24,PNOA-2024-GAL-557-4682-H29-NPC01
p0112,151,560955.5,4668512.5,7.960000038146973,"[5.5,8)",29787.58,PNOA-2024-GAL-560-4669-H29-NPC01
p0187,152,558483.5,4672520.5,10.869999885559082,"[8,15)",100390.24,PNOA-2024-GAL-558-4673-H29-NPC01
p0199,153,564663.5,4667842.5,13.59000015258789,"[8,15)",100390.24,PNOA-2024-GAL-564-4668-H29-NPC01
p0059,154,555803.5,4663446.5,2.930000066757202,"[2,5.5)",77574.83,PNOA-2024-GAL-555-4664-H29-NPC01
p0214,155,552478.5,4670234.5,18.579999923706055,"[15,35)",161177.83,PNOA-2024-GAL-552-4671-H29-NPC01
p0027,156,563154.5,4674502.5,0.3199999928474426,"[0,2)",287125.4,PNOA-2024-GAL-563-4675-H29-NPC01
p0099,157,563852.5,4673759.5,2.440000057220459,"[2,5.5)",77574.83,PNOA-2024-GAL-563-4674-H29-NPC01
p0031,158,555398.5,4682116.5,0.33000001311302185,"[0,2)",287125.4,PNOA-2024-GAL-555-4683-H29-NPC01
p0023,159,566850.5,4668013.5,0.14000000059604645,"[0,2)",287125.4,PNOA-2024-GAL-566-4669-H29-NPC01
p0216,160,561073.5,4673505.5,15.130000114440918,"[15,35)",161177.83,PNOA-2024-GAL-561-4674-H29-NPC01
p0196,161,559278.5,4667827.5,14.350000381469727,"[8,15)",100390.24,PNOA-2024-GAL-559-4668-H29-NPC01
p0123,162,555352.5,4661396.5,6.869999885559082,"[5.5,8)",29787.58,PNOA-2024-GAL-555-4662-H29-NPC01
p0209,163,567258.5,4668652.5,18.350000381469727,"[15,35)",161177.83,PNOA-2024-GAL-567-4669-H29-NPC01
p0135,164,559437.5,4669358.5,7.630000114440918,"[5.5,8)",29787.58,PNOA-2024-GAL-559-4670-H29-NPC01
p0051,165,557749.5,4664445.5,2.4200000762939453,"[2,5.5)",77574.83,PNOA-2024-GAL-557-4665-H29-NPC01
p0151,166,558579.5,4669997.5,6.309999942779541,"[5.5,8)",29787.58,PNOA-2024-GAL-558-4670-H29-NPC01
p0008,167,557130.5,4682253.5,0.9100000262260437,"[0,2)",287125.4,PNOA-2024-GAL-557-4683-H29-NPC01
p0078,168,557072.5,4667455.5,5.090000152587891,"[2,5.5)",77574.83,PNOA-2024-GAL-557-4668-H29-NPC01
p0070,169,551021.5,4674659.5,4.650000095367432,"[2,5.5)",77574.83,PNOA-2024-GAL-551-4675-H29-NPC01
p0188,170,553911.5,4679688.5,10.109999656677246,"[8,15)",100390.24,PNOA-2024-GAL-553-4680-H29-NPC01
p0014,171,560099.5,4664761.5,0.3799999952316284,"[0,2)",287125.4,PNOA-2024-GAL-560-4665-H29-NPC01
